experiment,dataset,cell,RMSE,MAE,MAPE (%),R2,MaxE
E01_TEQ,NASA,B0018,0.027142561962185844,0.022275186849362923,2.664629815101479,0.8935176304058109,0.10216200351715088
E01_TEQ,NASA,B0032,0.011914618474448399,0.010509558213062776,1.0301563254176167,0.9016421567969447,0.02371281385421753
E01_TEQ,NASA,B0053_test,0.0112850204585026,0.009508807212114334,0.9863691822806238,0.8143889780510222,0.021953940391540527
E01_TEQ,NASA,MACRO_AVG,0.016780733631712282,0.014097850758180012,1.5603851075999067,0.8698495884179259,0.049276252587636314
