model,family,status,run_in_E05,provenance_experiment,seed,dataset,rmse,mae,mape,r2,max_error,n_test_samples,n_test_cells,trainable_params,total_params,best_epoch,final_epoch,training_time_sec,inference_time_sec,b0018_rmse,b0018_mae,b0018_r2,b0032_rmse,b0032_mae,b0032_r2,b0053_test_rmse,b0053_test_mae,b0053_test_r2
TE-Q-Transformer,Quantum-Physics-Transformer,PREVIOUSLY_VALIDATED,NO,E01_baseline_reproduction / E04_Ablation,42,NASA,0.016780729262137542,0.014097851406559983,1.5603851750380657,0.8698497330427558,0.04927621285120646,187,3,92554,92554,45,80,18.5,0.22,0.02714255888971872,0.022275179624557495,0.8935176545128617,0.01191462333411073,0.010509567383008126,0.901642076561727,0.011285005562583175,0.009508807212114334,0.8143894680536787
